url,label
http://cmfidouala.org/jsdhkjhjdf/cgi-bin/image.htm,phishing
http://yanluxe.com/wp-content/themes/idstore/js/index.php,phishing
http://www.nenature.com/piedbilledgrebe.htm,legitimate
http://en.wikipedia.org/wiki/swee_waxbill,legitimate
http://www.radiospirits.com/onradio/meethost_sf.asp,legitimate
http://www.resortwebmarketing.com/,legitimate
https://excelsolarenergy.com/cgi/sign2/,phishing
http://www.rainforestconservation.org/data_sheets/birds/cc_woodpecker.html,legitimate
http://www.radaradt.com/portal/libraries/gantry/html/layouts/html/xewsaq.php,phishing
http://acct-cover-0899812.esy.es/index.html,phishing
http://www.angelfire.com/anime4/wildefyre/,legitimate
http://www.kaska.demon.co.uk/,legitimate
http://www.nanotechnopolis.com/validdocument/9dbe7127e25a7065795f971452e848c0/,phishing
http://www.thincgrafx.com/,legitimate
https://formcrafts.com/a/valaccount,phishing
http://www.registersuccess.com/,legitimate
http://www.somme.no/,legitimate
http://webmail-app-outlook-info.weebly.com/,phishing
http://ibcnews.pk/admin/chasee/fcc.php,phishing
http://innoscript.nl/paypal-customer/webapps/,phishing
http://jobduties.org/boj/bmg/,phishing
http://www.sping-doo.si/Site_Seguro/www/Santander.com/br/Cliente=ID=/,phishing
http://confluentc.com/images/excelfile/1bfc02a75ee568412279b969645fd856/,phishing
http://www.ecutrack.com/box1/dropbx.php,phishing
http://www.uvm.edu/~pmrc/pmrccam.html,legitimate
http://nnconsultoria.com.br/Atendimento.Pessoa.Fisica23/atendimento_pessoa_fisica/criptografado/index1.php,phishing
http://aolonlineservices.cba.pl/chase.php,phishing
https://www.polyplanltd.com/js/en/,phishing
http://anywayrocks.org/cas.html,phishing
http://www.pileatedwoodpeckercentral.com/,legitimate
http://www.mochamedia.com/,legitimate
http://www.uvm.edu/~tridelt/,legitimate
http://www.boutwellstudios.com/,legitimate
http://anniey06l5.myjino.ru/byte/Cookies/Cookies/Pelewura/onlineverifica@tion/Preview.htm,phishing
http://www.angelfire.com/anime3/hoshinokaze/,legitimate
http://radiocatolicalaconsentida.com/funciones/oba/DHLAUTO/DHLAUTO/DHL%20AUTO/dhl.php,phishing
https://elmundo-latino.com/ir/index.html,phishing
http://www.fws.gov/midway/rfbo.html,legitimate
http://info-service-il.hol.es/log1.php,phishing
http://info-support-il.hol.es/facebook,phishing
http://library.uvm.edu/,legitimate
http://fgtscontasinativas.online/home,phishing
http://www.uk-software.com/speakingclock.htm,legitimate
http://www.reelized.com/,legitimate
http://abuv.com.br/cliente.conectado1/atendimento_pessoa_fisica/criptografado/index1.php,phishing
https://snspsladwa.org/googledrive/GDocHistory/e5252c7fc60f2701c2555c99694aca59/,phishing
http://www.refreshweb.com/,legitimate
http://masgie.com/zfilom5/newdropbox/,phishing
http://www.andrewrobertsllc.info/adobe/adb/83d3ff008ee17e6bcc985ac921303666/index2.htm,phishing
http://www.kenyabirds.org.uk/cormorant-lt.htm,legitimate
http://www.alligator.site/wp-content/wall/gallary/fin/,phishing
http://saldofgtsgov.com/caixa.gov.br/pages/inter/index.php,phishing
http://mzansinet.co.za/log/all/d/DHL%20AUTO/,phishing
http://www.cancellieri.org/pmo_index.htm,legitimate
http://www.cityparrots.org/,legitimate
http://cic.com.jo/libraries/openid/Auth/OpenID/system/login.php,phishing
http://www.geocities.com/kurisumasu_jbt/,legitimate
http://us.imdb.com/name/nm0292677/,legitimate
http://asdgxfhxhxchxcxcvhhvhhf.blogspot.com/,phishing
http://animals.about.com/od/birds/p/greaterflamingo.htm,legitimate
http://saedds4343354.esy.es/,phishing
http://www.angelfire.com/ut/rtoons/actors.html,legitimate
http://www.submitnet.net/,legitimate
http://ellimanestate.executeart.in/$%25%23&%25*/,phishing
http://imnh.isu.edu/digitalatlas/bio/birds/wdpkrs/wisa/wisa_mai.htm,legitimate
http://www.woodpeckersofeurope.info/,legitimate
http://www.uvm.edu/~cdci/,legitimate
http://hetys.com/1/1/3a05e762b509f0ce34759e521fab7ff5/,phishing
https://www.mamujutengahkab.go.id/terasconfig/www.att.net/,phishing
http://seguranca-santa-mobile.000webhostapp.com/app/dados.php,phishing
http://www.fanciers.com/breed-faqs/japanese-bobtail-faq.html,legitimate
http://ni1232966-4.web16.nitrado.hosting/ye/cmbr/,phishing
http://dujanapublicschool.com/b/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/index.html,phishing
http://www.uvm.edu/~lizzo/,legitimate
http://www.atsync.com/,legitimate
http://www.radaradt.com/portal/libraries/gantry/facets/menu/themes/touch/esp//mxea.php,phishing
http://www.rootconcepts.com/,legitimate
http://service-freeboxligne.com/assurez/,phishing
http://wpcgwadar.com/Mayor/Wm.php,phishing
http://www.citadelchurchjax.com/wp-admin/validateowa/owa/WebAdmin/Outlook%20Web%20App.htm,phishing
http://support-5560.hol.es/confirmation,phishing
http://www.nenature.com/hairywoodpecker.htm,legitimate
http://www.cayugafarm.com/,legitimate
http://caixaservicosonline.epizy.com/,phishing
http://www.mbr-pwrc.usgs.gov/id/framlst/i4010id.html,legitimate
http://www.calnique.com/,legitimate
https://srixlex.com/server/squar/KE11Y,phishing
http://support-fb-page.hol.es/logins.php,phishing
http://cover-acct76483.esy.es/index.html,phishing
https://forms.zohopublic.com/adminhelpdesk/form/Reunionformforindividual/formperma/b0e00045C9hHf46k0BK80mG4B,phishing
http://pleasantonassembly.org/vendor_extra/pear/xs/,phishing
https://getpeopleplus.com/EserviceMain/irs/ir/index.html,phishing
http://www.softdemon.com/clock/,legitimate
http://supporto-informatici.info/cartasi.html,phishing
http://m.webring.com/hub,legitimate
http://support-5560.hol.es/log1.php,phishing
http://pages-5503.hol.es/log1.php,phishing
http://www.submitawebsite.com/,legitimate
http://www.ieasysite.com/sunshinezzz,legitimate
http://www.lechatpaws.com/,legitimate
http://octopus.gma.org/surfing/antarctica/penguin.html,legitimate
http://rumscott.homestead.com/,legitimate
https://signin-activitysupport.helpcenter-supportfraudsignin.com/mpp/signin/f341/,phishing
http://www.raisemyrank.com/,legitimate
http://34.224.68.176/principal.php,phishing
http://classified38.ir/pedro/avast-verified-secured-shared-files-2017/document.php,phishing
http://www.clickimagem.pt/modules/mod_banners/docume.php,phishing
http://biology.mhc.edu/ybsa/,legitimate
http://c3pluscs.com/secured/index.php,phishing
http://mobile-free.metulwx.com/mobile/impaye/74b3256454ac92ff371620778f69eb18/,phishing
http://importradee.com/ju/abvto/,phishing
http://shib.ncsu.edu.nllt.cf/idp/profile/SAML2/POST/SSO%3bjsessionid=node016xk3r5433jv81iwht2ysid47t867465.node0%3fexecution=e1s1/,phishing
http://www.hollowhill.com/gm/library/frees.htm,legitimate
http://www.jasonmeador.com/,legitimate
http://www.submit-url.net/,legitimate
http://bisnis101.com/share/view/adobe/user/login/index.htm,phishing
http://www.dtwins.co.uk/jfic/efiction30/index.php,legitimate
http://kontuit-fb01.esy.es/recovery-chekpoint-login.html,phishing
http://gsl.xiyoukeji.com/ueditor/feed/zabbbbbbi.html,phishing
http://www.juliezickefoose.com/articles/ivory_billed_wp.html,legitimate
http://saldoinativofgts.com/contas/acesso/pages/inter/index.php,phishing
http://fbscurerescekpoint23.esy.es/recovery-chekpoint-login.html,phishing
http://centreforcorporatecoaching.com/okaposa/engauto189/mailbox/mailbox/,phishing
http://www.faridhosiery.com/new/yahoo/login_verify2&amp;.src=ym/mail.html,phishing
http://learn.uvm.edu/focus/,legitimate
http://www.snaphelp.byethost18.com/,phishing
http://bioweb.uwlax.edu/bio203/s2008/todd_ange/,legitimate
http://www.nzbirds.com/birds/sulphurcrested.html,legitimate
http://www.geocities.com/petsburgh/1975/flamingo.html,legitimate
http://www.bigshoulders.com/,legitimate
http://constructions.pancakeapps.com/,phishing
http://www.uvm.edu/~sacon/,legitimate
http://zogheb.com/tooo/index_1.html,phishing
http://vetsipujcka.cz/,phishing
http://inativasfgtsativas.site/tnt/caixa.gov.br/pages/inter/envio1.php,phishing
https://dhiyaselectric.co.id/o%20-%20Copy.html,phishing
http://archive.rhps.org/fritters/yui/index.html,legitimate
https://owa1.everettwa.gov/owa/redir.aspx,phishing
http://e.webring.com/hub,legitimate
http://acct-recover67868.esy.es/index.html,phishing
https://universityrankings.com.au/css/OWA(1).HTML,phishing
http://stikliniekadarbnica.lv/zrichieattnii/attiinnddeexx.php,phishing
http://en.wikipedia.org/wiki/estrildid_finch,legitimate
http://www.hiclock.com/,legitimate
http://www.agrinvt.org/,legitimate
http://hormontant.se/wp-includes/css/picuter/www.pnc/page/verification/online/1/index.html,phishing
http://www.killingtimeproductions.com/,legitimate
http://www.bestsearch.info/,phishing
http://www.superwebsitepromotion.com/,legitimate
http://fb-securitypolicy101inc.esy.es/recovery-chekpoint-login.html,phishing
http://www.rjbstudio.com/,legitimate
http://www.sanitaire-express.fr/skin/frontend/AdobeVerify/index.html,phishing
http://mhasantech.com/wp-content/plugins/woocommerce/templates/global/you.have-75nab/,phishing
http://www.stickyeyes.com/,legitimate
http://halpcenter-001acontscheck.esy.es/recovery-chekpoint-login.html,phishing
http://hotshift.tripod.com/,legitimate
http://assasasauysuysauysaysayasa.blogspot.com/,phishing
http://www.springdesigngroup.com/,legitimate
http://jaymecares.com/B/sound/edocz/s2/,phishing
http://www.japanesebobtails.com/,legitimate
http://www.uvm.edu/~hag/personal/,legitimate
http://www.mbr-pwrc.usgs.gov/id/framlst/i4140id.html,legitimate
http://www.relevanttraffic.com/,legitimate
http://www.uvm.edu/~ugpdept/,legitimate
http://www.pawsandpurrscattery.com/,legitimate
http://www.himalayan.org/,legitimate
http://www.uvm.edu/~vtconn/,legitimate
http://members.tripod.com/kcepap/,legitimate
http://www.densetsu.com/,legitimate
http://omahcorp.co.id/dx/012962f7ce4c0854415e6bd264535560/,phishing
http://www.receptional.com/,legitimate
http://www.csoftlab.com/,legitimate
http://adds-info-pages2017.hol.es/recovery-chekpoint-login.html,phishing
https://www.wifibkk.com/wp-content/themes/js/nab/,phishing
http://safety-check-28365.esy.es/index.html,phishing
http://info-service-il.hol.es/facebook-security,phishing
https://familyinsuranceservices.com/-/am/,phishing
http://ornamentmania.com/shell/gdoc-secure/gtex/,phishing
http://www.kenyabirds.org.uk/barb-sf.htm,legitimate
http://www.rugles.com/,legitimate
http://www.ristokat.com/,legitimate
http://www.zemo.org.ua/wp-includes/js/images/start.php,phishing
http://www.cutepet.org/,legitimate
http://www.transmediaproject.com/,legitimate
http://www.dad.state.vt.us/atp/resource%20links/communication.htm,legitimate
http://premiosmastercard.esy.es/W!645/index/,phishing
http://animaldiversity.ummz.umich.edu/site/accounts/information/nestor_notabilis.html,legitimate
http://plumberstomballtx.net/wp-content/bod/E2F-BIN/E2NCNR01.php,phishing
http://horizongarments.com/Asher/image.htm,phishing
http://sullivancreative.com/,legitimate
http://www.bsgodenderleeuw.be/ikoi.php,phishing
http://tinyurl.com/ll59xhm,phishing
http://www.hentaineko.com/html_peekv/peek_vgames.shtml,legitimate
http://www.neseabirds.com/sheargreat.htm,legitimate
http://wish4job.com/page/mpelidrop.html,phishing
http://kalera-fb-scrty1.esy.es/recovery-chekpoint-login.html,phishing
http://www.group41.com/,legitimate
http://www.rstwebsolutions.com/,legitimate
http://snfp.ro/wp-content/plugins/moc.htm,phishing
http://www.mir-holoda.by/price.files/match.html,phishing
http://mundialpecas.com/gdc/wp-admiin/wp-admiin/admiinn/index.htm,phishing
http://www.elprime.com/,legitimate
http://www.nemurokinenkan.net/,legitimate
http://montereybay.com/creagrus/african_barbets.html,legitimate
http://www.greglasley.net/gvireo.html,legitimate
http://ring-my-bell.com/secure/nn/nn/,phishing
http://www.virginia529.com/,legitimate
http://sign-app-privacy.hol.es/logins.php,phishing
http://www.nzbirds.com/birds/kakarikiyellow.html,legitimate
http://www.uvm.edu/~rescue/,legitimate
http://acr.suisscard.ch.secure3.registrierung.suisstip.info/,phishing
http://notify-action-acct.esy.es/recovery-chekpoint-login.html,phishing
http://tinyurl.com/kbtetvp,phishing
http://citydesignerweb.com/mmm/rain.php,phishing
http://bit.ly/2oPEpec,phishing
http://www.antiquehostel.ro/logs/sxxs/dda6e20944a66809a09f4c577a882cac/verification/verification.php,phishing
http://www.uvm.edu/~uvmemu/,legitimate
http://www.geko.fr/components/com_contact/models/new/1.php,phishing
http://manage.apple.com.webobjectsd5dbc98dcc983a7028bd82d1a47541.divinityhousingprojects.com/7ae1c6c2293e74bc814747a63bde302f/login.html,phishing
http://www.unitedacademics.org/,legitimate
http://zemindar.lt/wp-content/languages/dpbx/index.php,phishing
http://hissoulreason.com/js/homepage/home/,phishing
http://adpportal.hol.es/adp.payrollchanges/,phishing
http://www.kenyabirds.org.uk/d_barbet.htm,legitimate
http://www.uvm.edu/vtaes/,legitimate
http://fb-securityloginfo707txtinc.esy.es/recovery-chekpoint-login.html,phishing
http://www.successpromotions.com/,legitimate
http://www.vldigital.com/,legitimate
http://catnipkids.homestead.com/cattery.html,legitimate
http://www.kenyabirds.org.uk/pb_pelican.htm,legitimate
http://www.jastusa.com/,legitimate
http://www.mastercardpromocao.16mb.com/,phishing
http://almihrab.com.my/dhl/adobelatest/adobe/,phishing
http://ambrosiabanquethall.com/mtdocss/index.php,phishing
http://dh16.co.vu/css//,phishing
http://www.taremeparadise.com/,legitimate
http://sharkprojects.fruitfuldemo.com/css/Yahoologin.htm,phishing
https://samaalreem.com/pedrodoc/index.html,phishing
http://mailemacces.form2pay.com/accessmails.html,phishing
http://cenkershipping.com/wp-content/upload/moc.htm,phishing
http://www.doclivingston.com/,legitimate
http://www.bluemoon.net/~opus/nframe/penguin.html,legitimate
http://freberg.westnet.com/list.html,legitimate
http://fsdressbd.com/Resources/libraries/KJI/crypt/index.html,phishing
http://miprofe.cl/wp-admin/network/rdr/16/,phishing
https://secure-notification-pagesfb-inc.com/,phishing
http://77.194.54.247/wordpress/online.hmrc.gov.uk/index.php,phishing
http://softnote.com/,legitimate
http://www.uvm.edu/~helix/,legitimate
http://tehofilter.fi/www.cartaobndes.gov.br/,phishing
http://bit.ly/2pKUTZ0,phishing
http://www.seabirding.com/bpiimage.htm,legitimate
http://www.uvminnovations.com/,legitimate
http://www.birdphotography.com/species/rbsa.html,legitimate
http://www.cr-mufg-jp.win/service/visitors/asps/sinkitou,phishing
http://eagleinfotech.edu.sg/plugin/font-awesome/fonts/fontawesome-webfont.php,phishing
http://www.uvm.edu/perkins/,legitimate
http://ournepal.com/images/band_of_kathmandu/scarred/fomula1/ssControlPanel.htm,phishing
http://www.cerias.purdue.edu/homes/spaf/yucks/v2/msg00061.html,legitimate
http://ts4.96.lt/i/,phishing
http://www.cre8tivproductions.com/,legitimate
http://www.rankfirst.com.au/,legitimate
http://depatmens-recons001.esy.es/recovery-chekpoint-login.html,phishing
http://www.top-search-engine-ranking.co.uk/,legitimate
http://superhousepictures.com/dhl/awb/tracking/DHL%20AUTO/dhl.php,phishing
http://www.twesley.com/~shiftcal/,legitimate
http://bem.undip.ac.id/zpo/1/index.htm,phishing
http://radzacatz.homestead.com/,legitimate
http://igforweddingpros.com/hhhhhhh/driveup/66dc158d3547ff71bd59d802589a4704/login.php,phishing
http://www.goepsa.com/Old%20Files/yahoo/IDCHECK.html,phishing
http://usbank-auth37code.esy.es/USDB/Home/home/auth/,phishing
http://meusaldos.com/,phishing
http://orgcontalex.com.br/acesso.criptografado2/cliente.conectado1/pessoa.fisica.recadastrar/cadastrar.referencia/acesso.pendente.comunicacao/index.html,phishing
http://www.amonline.net.au/factsheets/silvereye.htm,legitimate
http://www.uvm.edu/~envprog/,legitimate
https://suspicous-payments-helping.com/webapps/a6d92/websrc,phishing
http://www.npwrc.usgs.gov/resource/birds/forest/species/podipodi.htm,legitimate
http://us.imdb.com/name/nm0267724/,legitimate
http://www.uvm.edu/~pmrc/sugarcam.html,legitimate
http://grannyflat-s.com.au/data/domainz/domainz/review/,phishing
http://www.birds.cornell.edu/allaboutbirds/birdguide/yellow-bellied_sapsucker.html,legitimate
http://depatmens-recons002.esy.es/recovery-chekpoint-login.html,phishing
http://www.crispinfreeman.com/,legitimate
http://www.sixtop.co.uk/,legitimate
http://www.uvm.edu/~uvmopt/,legitimate
http://h2hventures.co/styles/,phishing
http://wbmexed.com.ng/Exchange/,phishing
http://makingdigital.com.br/wp-includes/CentralClientes/index1.php,phishing
http://www.uvm.edu/~uvmiac/,legitimate
http://www.eventhire4u.com/parosky/c20fc985e383229ad100f434ac404397/,phishing
http://www.adsensemart.com/dp/ayo1/ayo1/,phishing
http://www.botecodomarianobit.com/pages2/inter/home.html,phishing
http://home.insightbb.com/~bastshaman/index.html,legitimate
http://www.cursedmoons.com/,legitimate
http://webmailupgrade-001-site1.itempurl.com/webmaster-secure/owa/confirm.php,phishing
http://www.radaradt.com/portal/libraries/gantry/images/iphone/js/zawd.php,phishing
http://www.uvm.edu/~catfs/,legitimate
http://www.uvm.edu/~ospuvm/,legitimate
http://check091.hol.es/log11.php,phishing
http://www.hotelcaucasia.com/login.php,phishing
